ResponseId,affiliation,adultQ,politics,party,usdream_1,usdream_2,sex,edu,race,income,USresidency,Political_views,Party_affiliation,NPItot,MoAimportSUM,MoAachieveSUM,IDEASUM,mindfulSUM,belongSUM,efficacySUM,supportSUM,SocMediaSum,NPI_sum,physsymSUM,stressSUM
R_yrOn3isgHdPPRAd,paradise,1,2,2,4,4,2,2,3,4,1,2,2,1,58,32,27,57,28,34,80,25,22,24,33
R_2dXhARnNnn2Fafo,paradise,1,3,2,5,5,2,2,4,6,1,3,2,6,3,48,31,65,40,34,76,34,21,24,37
R_erZJVrpySL0W3Tz,paradise,1,2,2,4,3,2,2,1,3,1,2,2,2,68,43,29,56,37,33,62,40,19,25,32
R_6yuAVSiZ7YEAhot,paradise,1,1,2,3,3,1,2,1,3,1,1,2,5,72,44,31,66,42,36,82,39,22,25,32
R_1LhTj7ShPMCfuOA,paradise,1,5,3,2,3,2,5,1,2,1,5,3,3,57,40,28,65,38,30,80,31,22,25,32
R_3R8ADp9mkLcC6e6,paradise,1,2,2,2,4,1,2,3,3,1,2,2,5,60,42,28,49,27,27,41,37,18,25,39
R_1pY9ig54dqC6qau,paradise,1,3,3,4,4,2,2,1,2,1,3,3,2,52,37,32,49,44,26,73,41,21,26,35
R_1re1WALdLfNztVs,paradise,1,5,3,5,5,1,2,1,4,1,5,3,7,66,43,31,63,36,34,28,31,18,26,35
R_2qDWBr4n2IhGV1Y,paradise,1,4,3,2,4,2,2,3,3,1,4,3,4,63,48,28,72,28,37,55,31,19,26,32
R_1GJ4eW8BxoZ3pte,paradise,1,4,3,4,5,2,2,3,4,1,4,3,7,69,39,27,50,38,30,52,34,18,26,39
R_2trHhrm6oM7G8Nk,paradise,1,2,4,2,3,3,2,1,4,1,2,4,7,43,31,32,52,39,28,58,38,18,27,20
R_AvLWawWQRmGpAid,paradise,1,4,5,4,4,1,2,1,5,1,4,5,7,70,47,24,58,37,32,58,24,20,27,31
R_1o5qEbwj1ag7Sy8,paradise,2,2,3,3,3,2,2,1,1,1,2,3,4,66,32,32,48,42,30,84,41,21,27,36
R_prZXnVKXEf8PyKt,paradise,1,4,4,4,3,2,2,3,3,1,4,4,4,66,36,30,47,36,30,51,25,19,27,28
R_1n29bx0BT2qpdk4,paradise,1,4,4,5,5,2,2,3,2,1,4,4,7,76,41,32,35,33,36,57,36,16,27,40
R_894VFCfplYubedH,paradise,1,6,7,5,4,2,2,3,4,1,6,7,9,75,36,32,40,40,32,54,43,20,28,37
R_2ciQoKgTPanmgkF,paradise,1,2,2,4,3,2,2,3,7,1,2,2,0,68,36,28,57,27,33,79,29,21,28,31
